NumTrees,MaxDepth,LeafSize,RMSE
142,44,1,0.0531894661572851
144,42,1,0.0525298084107624
100,42,1,0.0533022088851069
164,42,1,0.0523653153701147
85,42,1,0.0518813549314876
142,41,1,0.0530282105083122
86,43,1,0.0535079085545066
85,42,1,0.0501875656662403
164,34,1,0.0544422771475059
142,44,1,0.0537559475471225
85,43,1,0.0526215221380564
143,42,1,0.0536914556873121
141,43,1,0.0525556359818645
142,42,1,0.0511413779995934
140,42,1,0.0526218162723173
141,43,1,0.0537482922032414
141,43,1,0.0530705173724376
140,43,1,0.0523315155049098
100,42,1,0.0550125683375977
140,43,1,0.052074705913271
143,32,1,0.0565103729099739
85,43,1,0.0501820815695877
100,43,1,0.0531488369667718
143,42,1,0.0532444099974981
142,32,1,0.0506645264523147
143,41,1,0.0513469521988356
142,44,1,0.0529520745474791
143,43,1,0.051529374670611
86,43,1,0.0513332556300871
140,44,1,0.0508745266406881
84,43,1,0.0520324364232622
142,42,1,0.0527431679787901
139,44,2,0.070237492341139
141,42,1,0.0528044186421513
143,42,1,0.0540306245241079
140,44,1,0.051354492401738
141,43,2,0.0676692852175566
85,43,1,0.0526276922436295
85,43,1,0.0524717267404311
142,44,2,0.070258859562067
85,43,1,0.051845273458047
85,42,1,0.0548374909341176
142,32,1,0.0534481391091022
144,44,1,0.0519735138732761
164,42,1,0.0540526197301946
141,43,1,0.0511626587727929
86,43,1,0.0530711473701632
85,43,1,0.0514401541822458
143,32,1,0.0531494220496748
85,43,1,0.0514450366167952
142,43,1,0.0554327598002922
140,42,1,0.0503616329995505
142,43,1,0.0516619432486616
100,42,1,0.0543796141033526
141,43,2,0.0675749452611849
140,44,1,0.0543236228280986
142,42,1,0.0518902063204244
140,44,1,0.0527312728203462
85,43,1,0.0547110955508487
144,31,1,0.0509278937221636
85,42,1,0.0543257859282493
85,42,1,0.0574972725888238
142,44,2,0.0671626600761246
100,43,1,0.0509525102009907
164,43,1,0.0525306688103652
142,42,1,0.05476399508552
139,44,1,0.0542114416373355
140,44,1,0.0562682506091946
143,42,1,0.052005796498139
144,42,1,0.0539473089186515
144,31,1,0.0548694627494717
85,43,1,0.0522572149131895
141,42,1,0.052913799573708
140,44,1,0.0482220132186148
140,43,1,0.0525273886455074
100,43,1,0.0520749977610923
85,44,1,0.0505615190817441
85,43,1,0.0535948791692765
140,32,1,0.0537532587007058
86,43,1,0.0541852371967698
85,42,1,0.0507757296950958
141,43,1,0.0500101955663797
143,43,1,0.0527328642767428
142,42,1,0.0551490468107044
86,43,1,0.0511732897294615
140,43,1,0.0544937917405838
143,42,1,0.0499401520688742
140,43,1,0.0546827628087785
143,41,1,0.0530730138188488
84,43,1,0.0531815143345146
140,44,1,0.0510727035247688
143,42,1,0.0536678841337043
141,43,1,0.0516716450400187
86,31,1,0.0580559229378943
86,43,1,0.0546397230910803
140,44,1,0.0496784890916116
85,42,1,0.0496126232760024
143,43,1,0.0512818297417811
140,42,1,0.0545356077501681
85,44,1,0.0522118870002901
143,43,1,0.0530152772594978
140,43,1,0.0533543929920715
141,42,1,0.0531813833522078
86,42,1,0.0496803061755759
143,43,1,0.0514632326416925
85,43,1,0.0472628469640139
141,43,1,0.0508034552612524
140,44,1,0.0525614474675701
140,43,1,0.0543183184246678
142,42,1,0.053470125377875
100,43,1,0.0511665590334259
140,44,1,0.053626499487914
140,43,1,0.0563375231605983
141,42,1,0.0524703616786335
141,42,1,0.0547569184789389
84,43,1,0.0554036840018615
143,42,1,0.0543339373951515
142,43,1,0.0524625748659457
141,43,1,0.049433651384387
139,44,1,0.0497130641273523
142,43,1,0.0512936078152168
164,43,1,0.0542320349064802
85,44,1,0.0515551265028721
143,42,1,0.0554581439203831
144,31,1,0.053755594330184
142,42,1,0.0554606219910094
85,43,1,0.052241080718575
85,43,1,0.0543712268510567
84,43,1,0.0517499549377788
140,42,1,0.0549883773162724
141,43,2,0.0682292826627841
140,44,2,0.0689409865947993
142,44,2,0.0679308725255573
144,41,1,0.0527825558398569
139,44,1,0.0512163363619201
142,43,1,0.0524838144704031
100,43,1,0.052192787936229
100,43,2,0.0687976130970681
143,32,1,0.0539774118498072
139,44,1,0.0497142392085897
85,43,1,0.0498574592893511
141,43,1,0.0535908664722106
85,42,1,0.0498725346601301
141,43,1,0.0514539564786196
142,43,1,0.0529935453964205
84,43,1,0.0500918839962557
142,43,1,0.0530320554831828
100,43,1,0.0528475286114644
139,44,1,0.0517901969671533
85,43,1,0.0503733498664835
140,44,1,0.0549133968284621
85,44,1,0.0543110316065432
142,43,1,0.0505379591937479
140,42,1,0.053327052753656
140,42,1,0.052850228420379
141,32,1,0.052601743562121
85,42,1,0.0524875697482686
85,43,1,0.0523153589326848
143,43,1,0.0551636387575207
142,43,1,0.0531614765017199
143,43,1,0.0532072435985704
143,44,1,0.0529053739356421
141,44,1,0.0536427083060123
140,42,2,0.0652722000977232
85,44,1,0.0533025254257022
85,43,1,0.0537965157406973
141,42,1,0.0519043093563072
140,43,1,0.0505517517739707
85,44,1,0.0549000683879799
144,43,1,0.052532322073348
144,41,1,0.0515747027656526
140,44,1,0.0517717863557886
140,43,1,0.0525288064779642
85,42,1,0.0530574860297765
85,44,1,0.0542736807217035
85,43,1,0.0540565653021475
86,43,1,0.0498517118855629
100,43,1,0.0534419486883771
142,43,1,0.0510508269737412
85,43,1,0.0556758021480253
141,42,1,0.0519824900399502
141,44,2,0.0680818346060099
85,31,1,0.0537908394445503
140,45,2,0.0694128999697352
144,42,2,0.0676870321725574
141,45,2,0.0666762624775788
143,42,2,0.0703564980559874
141,42,1,0.0552949516032659
144,40,1,0.0513554157606571
144,43,2,0.0674905158705068
86,43,1,0.0528127426902585
85,43,1,0.0523365172608496
85,42,1,0.0531330475681591
85,43,1,0.0545775550326782
86,43,1,0.0535752697068661
141,43,1,0.0517733204951387
140,43,1,0.0498755473930648
142,43,1,0.0513982728014029
85,43,1,0.0559838518048686
142,43,1,0.0561842217483834
141,43,1,0.0542618747409147
144,43,1,0.0505766147931653
100,42,1,0.0519215880897993
140,42,1,0.0538855488126704
141,43,1,0.0545477746061682
86,43,1,0.0534692458554593
140,43,1,0.0545496124677598
141,44,1,0.0496299089975429
144,43,1,0.0527927224473522
140,42,2,0.0681711385665102
85,43,1,0.0536113349822021
141,42,1,0.0528581371087937
85,41,1,0.0535864195889184
144,44,1,0.0519782870396288
139,44,1,0.0519749979200227
85,43,1,0.0520051799673946
84,43,1,0.0516985389521877
85,43,1,0.0521444805730355
85,44,1,0.0534070318517848
142,42,2,0.0689428800996241
